Policy_ind,Broadband_Avail_FCC,Broadband_Usage,TRN_BC_Number_of_Internet_Providers,DEM_2020Census_HousingUnits_Total,FED_USDA_Amount,HHS_SAIPE_Poverty_Rate,mean_plan_price
0,0.8477109024833426,0.39001987951807243,9.88423645320197,44653.81661538462,53588908.461538464,0.14595138461538457,59.459807527996894
1,0.8330685906040269,0.3904922244759981,9.520689655172413,44384.722068965515,62789142.47655173,0.14311999999999986,59.08329817731749
